Plant Name,Secondary Name,Location,Image URLs
Pink Jasmine,Jasminum polyanthum,"North Island, Coromandel, Waikat...",https://inaturalist-open-data.s3.amazonaws.com/photos/328067059/large.jpg
Pink Jasmine,Jasminum polyanthum,"North Island, Coromandel, Waikat...",https://inaturalist-open-data.s3.amazonaws.com/photos/328067080/large.jpg
Small-leaved Plane,Ochna serrulata,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328067000/large.jpeg
Small-leaved Plane,Ochna serrulata,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328067002/large.jpeg
Common Milkweed,Asclepias syriaca,"Kidd Castle Way, Webster, NY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328067053/large.jpg
Common Milkweed,Asclepias syriaca,"Kidd Castle Way, Webster, NY, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328067032/large.jpg
White Campion,Silene latifolia,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328067007/large.jpeg
Red Maple,Acer rubrum,"Lake County, US-MN, US",https://static.inaturalist.org/photos/328066992/large.jpeg
Red Maple,Acer rubrum,"Lake County, US-MN, US",https://static.inaturalist.org/photos/328067013/large.jpeg
Beefsteak Plant,Perilla frutescens,"Kelly Township, MO, USA",https://static.inaturalist.org/photos/328067118/large.jpeg
Beefsteak Plant,Perilla frutescens,"Kelly Township, MO, USA",https://static.inaturalist.org/photos/328067363/large.jpeg
Eastern Black Nightshade,Solanum emulans,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328066929/large.jpeg
Eastern Black Nightshade,Solanum emulans,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328066951/large.jpeg
White Beggarticks,Bidens alba,"國立中山大學, 鼓山區, KHH, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328066927/large.jpg
Cockspur Thorn,Maclura cochinchinensis,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066831/large.jpeg
Cockspur Thorn,Maclura cochinchinensis,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066834/large.jpeg
American Hog-Peanut,Amphicarpaea bracteata,"South Deerfield, Deerfield, MA,...",https://static.inaturalist.org/photos/328066866/large.jpeg
American Pokeweed,Phytolacca americana,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328066835/large.jpeg
Tree Nettle,Urtica ferox,Whirinaki Te Pua-a-Tāne Conserva...,https://inaturalist-open-data.s3.amazonaws.com/photos/328066978/large.jpg
Tree Nettle,Urtica ferox,Whirinaki Te Pua-a-Tāne Conserva...,https://inaturalist-open-data.s3.amazonaws.com/photos/328066994/large.jpg
Beach Morning Glory,Ipomoea pes-caprae,"國立中山大學, 鼓山區, KHH, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328066807/large.jpg
Beach Morning Glory,Ipomoea pes-caprae,"國立中山大學, 鼓山區, KHH, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328066787/large.jpg
Climbing Lily,Geitonoplesium cymosum,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066692/large.jpeg
American Hog-Peanut,Amphicarpaea bracteata,"South Deerfield, Deerfield, MA,...",https://static.inaturalist.org/photos/328066738/large.jpeg
Speckled Toad Lily,Tricyrtis macropoda,日本、〒193-0844 東京都八王子市高尾町,https://inaturalist-open-data.s3.amazonaws.com/photos/328060403/large.jpeg
Sacred Datura,Datura wrightii,"Central LA, Los Angeles, CA, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328055698/large.jpeg
Sacred Datura,Datura wrightii,"Central LA, Los Angeles, CA, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328055666/large.jpeg
Sacred Datura,Datura wrightii,"Central LA, Los Angeles, CA, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328056091/large.jpeg
Sea Almond,Terminalia catappa,"國立中山大學, 鼓山區, KHH, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328066648/large.jpg
Sea Almond,Terminalia catappa,"國立中山大學, 鼓山區, KHH, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328066676/large.jpg
White Passionflower,Passiflora subpeltata,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066618/large.jpeg
American Pokeweed,Phytolacca americana,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328066644/large.jpeg
Northern Red Oak,Quercus rubra,"South Deerfield, Deerfield, MA,...",https://static.inaturalist.org/photos/328066637/large.jpeg
Christmas Fern,Polystichum acrostichoides,"Torreya State Park, Bristol, FL,...",https://static.inaturalist.org/photos/328066634/large.jpg
Christmas Fern,Polystichum acrostichoides,"Torreya State Park, Bristol, FL,...",https://static.inaturalist.org/photos/328066660/large.jpg
Common Purslane,Portulaca oleracea,"Central LA, Los Angeles, CA, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328035790/large.jpeg
Common Purslane,Portulaca oleracea,"Central LA, Los Angeles, CA, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328046890/large.jpeg
Wild Carrot,Daucus carota,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328066619/large.jpeg
Fireweed,Chamaenerion angustifolium,"Kelowna, BC V1P 1J4, Canada",https://inaturalist-open-data.s3.amazonaws.com/photos/328066535/large.jpeg
Fireweed,Chamaenerion angustifolium,"Kelowna, BC V1P 1J4, Canada",https://inaturalist-open-data.s3.amazonaws.com/photos/328066552/large.jpeg
Devil's Club,Oplopanax horridus,Washington,https://inaturalist-open-data.s3.amazonaws.com/photos/328065545/large.jpeg
Bearded Bird Orchid,Pterostylis turfosa,"Yeagarup WA 6260, Australia",https://static.inaturalist.org/photos/328066511/large.jpeg
Bearded Bird Orchid,Pterostylis turfosa,"Yeagarup WA 6260, Australia",https://static.inaturalist.org/photos/328066537/large.jpeg
Beach Morning Glory,Ipomoea pes-caprae,"國立中山大學, 鼓山區, KHH, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328066475/large.jpg
Long-leaved Box,Eucalyptus goniocalyx,"Gruyere VIC 3770, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066463/large.jpeg
Long-leaved Box,Eucalyptus goniocalyx,"Gruyere VIC 3770, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066500/large.jpeg
Long-leaved Box,Eucalyptus goniocalyx,"Gruyere VIC 3770, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066523/large.jpeg
Long-leaved Box,Eucalyptus goniocalyx,"Gruyere VIC 3770, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066546/large.jpeg
Long-leaved Box,Eucalyptus goniocalyx,"Gruyere VIC 3770, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066577/large.jpeg
Long-leaved Box,Eucalyptus goniocalyx,"Gruyere VIC 3770, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066610/large.jpeg
Bull Thistle,Cirsium vulgare,"Kelowna, BC V1P 1J4, Canada",https://inaturalist-open-data.s3.amazonaws.com/photos/328066377/large.jpeg
Bull Thistle,Cirsium vulgare,"Kelowna, BC V1P 1J4, Canada",https://inaturalist-open-data.s3.amazonaws.com/photos/328066396/large.jpeg
Shy Sun Orchid,Thelymitra graminea,"Mundaring, Beelu, AU-WA-KL, AU-W...",https://inaturalist-open-data.s3.amazonaws.com/photos/328106910/large.jpeg
Shy Sun Orchid,Thelymitra graminea,"Mundaring, Beelu, AU-WA-KL, AU-W...",https://inaturalist-open-data.s3.amazonaws.com/photos/328106925/large.jpeg
Shy Sun Orchid,Thelymitra graminea,"Mundaring, Beelu, AU-WA-KL, AU-W...",https://inaturalist-open-data.s3.amazonaws.com/photos/328106958/large.jpeg
Legumes,Legumes,"Quellón, Los Lagos, Chile",https://inaturalist-open-data.s3.amazonaws.com/photos/328066354/large.jpeg
Legumes,Legumes,"Quellón, Los Lagos, Chile",https://inaturalist-open-data.s3.amazonaws.com/photos/328066369/large.jpeg
Legumes,Legumes,"Quellón, Los Lagos, Chile",https://inaturalist-open-data.s3.amazonaws.com/photos/328066394/large.jpeg
Shy Sun Orchid,Thelymitra graminea,"Mundaring, Beelu, AU-WA-KL, AU-W...",https://inaturalist-open-data.s3.amazonaws.com/photos/328106910/large.jpeg
Shy Sun Orchid,Thelymitra graminea,"Mundaring, Beelu, AU-WA-KL, AU-W...",https://inaturalist-open-data.s3.amazonaws.com/photos/328106925/large.jpeg
Shy Sun Orchid,Thelymitra graminea,"Mundaring, Beelu, AU-WA-KL, AU-W...",https://inaturalist-open-data.s3.amazonaws.com/photos/328106958/large.jpeg
Legumes,Legumes,"Quellón, Los Lagos, Chile",https://inaturalist-open-data.s3.amazonaws.com/photos/328066354/large.jpeg
Legumes,Legumes,"Quellón, Los Lagos, Chile",https://inaturalist-open-data.s3.amazonaws.com/photos/328066369/large.jpeg
Legumes,Legumes,"Quellón, Los Lagos, Chile",https://inaturalist-open-data.s3.amazonaws.com/photos/328066394/large.jpeg
Coconut Palm,Cocos nucifera,"國立中山大學, 鼓山區, KHH, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328066341/large.jpg
Brazilian Nightshade,Solanum seaforthianum,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066269/large.jpeg
Common Purslane,Portulaca oleracea,508台灣彰化縣和美鎮忠全路彰化和美運動公園,https://inaturalist-open-data.s3.amazonaws.com/photos/328066279/large.jpeg
Common Purslane,Portulaca oleracea,508台灣彰化縣和美鎮忠全路彰化和美運動公園,https://inaturalist-open-data.s3.amazonaws.com/photos/328066308/large.jpeg
American Pokeweed,Phytolacca americana,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328066273/large.jpeg
American Pokeweed,Phytolacca americana,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328066300/large.jpeg
Kamala,Mallotus philippensis,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328066192/large.jpeg
Japanese Stiltgrass,Microstegium vimineum,"Carter County, US-MO, US",https://static.inaturalist.org/photos/328066698/large.jpeg
Japanese Stiltgrass,Microstegium vimineum,"Carter County, US-MO, US",https://static.inaturalist.org/photos/328066916/large.jpeg
Lodgepole Pine,Pinus contorta,"Deschutes National Forest, Siste...",https://inaturalist-open-data.s3.amazonaws.com/photos/328066144/large.jpg
Hauli Tree,Ficus septica,"壽山國家自然公園, 鼓山區, KHH, TW",https://static.inaturalist.org/photos/328066176/large.jpg
Virginia Creeper,Parthenocissus quinquefolia,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328066062/large.jpeg
Virginia Creeper,Parthenocissus quinquefolia,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328066102/large.jpeg
White Moneywort,Alysicarpus vaginalis,508台灣彰化縣和美鎮忠全路彰化和美運動公園,https://inaturalist-open-data.s3.amazonaws.com/photos/328066021/large.jpeg
Tievine,Ipomoea cordatotriloba,"Pleasant Valley, Austin, TX 7874...",https://inaturalist-open-data.s3.amazonaws.com/photos/328064506/large.jpg
Turk's Cap,Malvaviscus arboreus,"Pleasant Valley, Austin, TX 7874...",https://inaturalist-open-data.s3.amazonaws.com/photos/328064461/large.jpg
Bush Asparagus,Asparagus africanus,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328065875/large.jpeg
Creeping Lantana,Lantana montevidensis,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328065787/large.jpeg
Creeping Lantana,Lantana montevidensis,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328065785/large.jpeg
Spiny Date Palm,Phoenix loureiroi,"北太平洋, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328065786/large.jpg
Staghorn Sumac,Rhus typhina,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328065778/large.jpeg
Staghorn Sumac,Rhus typhina,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328065805/large.jpeg
Staghorn Sumac,Rhus typhina,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328065839/large.jpeg
African Tulip Tree,Spathodea campanulata,702台灣台南市南區竹溪里,https://inaturalist-open-data.s3.amazonaws.com/photos/328065753/large.jpeg
African Tulip Tree,Spathodea campanulata,702台灣台南市南區竹溪里,https://inaturalist-open-data.s3.amazonaws.com/photos/328065811/large.jpeg
African Tulip Tree,Spathodea campanulata,702台灣台南市南區竹溪里,https://inaturalist-open-data.s3.amazonaws.com/photos/328067849/large.jpeg
African Tulip Tree,Spathodea campanulata,702台灣台南市南區竹溪里,https://inaturalist-open-data.s3.amazonaws.com/photos/328067873/large.jpeg
Oriental Bittersweet,Celastrus orbiculatus,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328065640/large.jpeg
Oriental Bittersweet,Celastrus orbiculatus,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328065669/large.jpeg
Groundsel Tree,Baccharis halimifolia,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328065497/large.jpeg
Groundsel Tree,Baccharis halimifolia,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328065498/large.jpeg
Ladder Fern,Pteris vittata,"臺灣島, 龍潭區, TAO, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328065523/large.jpg
Ladder Fern,Pteris vittata,"臺灣島, 龍潭區, TAO, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328065555/large.jpg
Staghorn Sumac,Rhus typhina,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328065495/large.jpeg
Staghorn Sumac,Rhus typhina,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328065507/large.jpeg
Black Wattle,Acacia leiocalyx,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328065427/large.jpeg
Black Wattle,Acacia leiocalyx,"Brisbane QLD, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328065429/large.jpeg
Sea Almond,Terminalia catappa,"國立中山大學, 鼓山區, KHH, TW",https://inaturalist-open-data.s3.amazonaws.com/photos/328065370/large.jpg
Fragrant Heliotrope,Heliotropium amplexicaule,"Margate QLD 4019, Australia",https://inaturalist-open-data.s3.amazonaws.com/photos/328065286/large.jpeg
Dogbane Family,Dogbane Family,972台灣花蓮縣秀林鄉水源村,https://inaturalist-open-data.s3.amazonaws.com/photos/328065208/large.jpeg
Dogbane Family,Dogbane Family,972台灣花蓮縣秀林鄉水源村,https://inaturalist-open-data.s3.amazonaws.com/photos/328065233/large.jpeg
Dogbane Family,Dogbane Family,972台灣花蓮縣秀林鄉水源村,https://inaturalist-open-data.s3.amazonaws.com/photos/328065259/large.jpeg
Common Reed,Phragmites australis,"S 24th St, Philadelphia, PA, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328071876/large.jpg
Common Reed,Phragmites australis,"S 24th St, Philadelphia, PA, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328071833/large.jpg
Common Reed,Phragmites australis,"S 24th St, Philadelphia, PA, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328071912/large.jpg
Common Reed,Phragmites australis,"S 24th St, Philadelphia, PA, US",https://inaturalist-open-data.s3.amazonaws.com/photos/328071850/large.jpg
White Heath Aster,Symphyotrichum ericoides,"GHXP+VM Eastern Woodland, Sunset...",https://static.inaturalist.org/photos/328065221/large.jpeg
White Heath Aster,Symphyotrichum ericoides,"GHXP+VM Eastern Woodland, Sunset...",https://static.inaturalist.org/photos/328065369/large.jpeg
Arrow Bamboo,Pseudosasa japonica,"Coos County, OR, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064226/large.jpeg
Arrow Bamboo,Pseudosasa japonica,"Coos County, OR, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064227/large.jpeg
Arrow Bamboo,Pseudosasa japonica,"Coos County, OR, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064225/large.jpeg
Arrow Bamboo,Pseudosasa japonica,"Coos County, OR, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064235/large.jpeg
Arrow Bamboo,Pseudosasa japonica,"Coos County, OR, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064240/large.jpeg
Arrow Bamboo,Pseudosasa japonica,"Coos County, OR, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064242/large.jpeg
Arrow Bamboo,Pseudosasa japonica,"Coos County, OR, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064246/large.jpeg
Arrow Bamboo,Pseudosasa japonica,"Coos County, OR, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064250/large.jpeg
Golden Polypody,Phlebodium aureum,"Sebring, FL 33875, USA",https://static.inaturalist.org/photos/328064958/large.jpeg
Staghorn Sumac,Rhus typhina,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064904/large.jpeg
Staghorn Sumac,Rhus typhina,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064944/large.jpeg
Staghorn Sumac,Rhus typhina,"Belchertown, MA 01007, USA",https://inaturalist-open-data.s3.amazonaws.com/photos/328064980/large.jpeg
Golden Spider-Lily,Lycoris aurea,Taiwan,https://inaturalist-open-data.s3.amazonaws.com/photos/328064884/large.jpg
